title,pokemon_name,set_name,card_number,rarity_class,language,category,condition_std,is_graded,grading_company,numeric_grade,is_holo,is_full_art,is_v_card,is_ex_card,is_gx_card,is_promo,is_shadowless,is_1st_edition,is_rainbow,is_gold,price,currency,price_usd,price_tier_usd,seller_country,seller_listing_count,ships_worldwide,image_count,days_since_sold,sale_month,sale_year
Pokemon Card Ampharos DPBP#209 Holo Rare Japanese DP3 Shining Darkness (NM),Unknown,DP3,,Rare Holo,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,4.78,GBP,6.5,Common,United Kingdom,33,0,6,3.0,5.0,2026.0
Pokemon JPN Pikachu 013/051 Darkness that Consumes Light sm3N Card NM-MINT,Pikachu,SM3N,013/051,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.74,GBP,2.37,Common,United Kingdom,33,0,5,3.0,5.0,2026.0
Pokemon Card Rabsca AR 079/071 Snow Hazard SV2P Art Rare Japanese NM,Unknown,SV2P,079/071,AR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,5,3.0,5.0,2026.0
SNORLAX 50/68 POKEMON CARD (HIDDEN FATES SET),Snorlax,HIDDEN FATES,50/68,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,5,3.0,5.0,2026.0
POKEMON Japanese Teddiursa DPBP#272 Secret of the Lakes Common Card Yuka Morii,Unknown,Unknown,,Common,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,33,0,5,3.0,5.0,2026.0
Vintage POKÉMON Gastly #92 TRADING CARD Burger King & Nintendo Promo Pokemon Tcg,Unknown,Unknown,,Unknown,English,Trading Card Singles,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,0.99,USD,0.99,Budget,United States,1,0,12,4.0,5.0,2026.0
Hitmonchan (Master Ball Pattern) 107/165 SV2a 151 Japanese Pokemon Card NM,Unknown,SV2A,107/165,Unknown,Japanese,Trading Card Singles,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,8.0,USD,8.0,Common,United States,1,1,2,4.0,5.0,2026.0
Prinplup 026/093 EBB: EX Battle Boost 1st Edition Japanese Pokemon Card | LP,Unknown,Unknown,026/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,1,0,0,3.79,GBP,5.16,Common,United Kingdom,2,1,2,4.0,5.0,2026.0
Pokemon Card Klawf McDonalds 2023 Holo 011/015 Near Mint,Unknown,Unknown,011/015,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,1,0,2,4.0,5.0,2026.0
Meloetta ex 159/086 BLK Black Bolt NM Full Art Pokemon Card,Unknown,Unknown,159/086,Unknown,English,Trading Card Singles,Near Mint,0,,,0,1,0,1,0,0,0,0,0,0,1.0,USD,1.0,Budget,United States,1,0,2,4.0,5.0,2026.0
pokemon 1 ed. Hoppip 🇯🇵 NM ( EC1 002 ) Base Expansion Set Og Card Hopppros-,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Bouffalant 091/093 EBB | Battle Boost 1st Edition | Japanese Pokemon Card | LP+-,Unknown,Unknown,091/093,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Leafeon VSTAR RRR 012/172 S12a VSTAR Universe - Pokemon Card Japanese-,Leafeon,S12A,012/172,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,1,0,0,0,0,0,0,0,2.4,EUR,2.81,Common,Germany,114,1,2,2.0,5.0,2026.0
Japanese Leafeon 002/018 BKZ Zekrom Battle Deck Rare Non HOLO Pokemon Card 2011-,Leafeon,Unknown,002/018,Rare,Japanese,Single Cards,Very Good,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Iscan SR 085/071 S10a Dark Phantasma - Pokemon Card Japanese-,Unknown,S10A,085/071,SR,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Radiant Greninja 46/189 - Astral Radiance - Rare Holo Pokemon Card -NM,Greninja,ASTRAL RADIANCE,46/189,Rare Holo,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,3,0,2,2.0,5.0,2026.0
Pokemon Card Game Latias 009/020 DS 1st Edition Japanese-,Latias,Unknown,009/020,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,1,0,0,4.5,EUR,5.28,Common,Germany,114,1,2,2.0,5.0,2026.0
Turtwig GL Lv.20 Pt2 006/090 Bonds To The End Of Time Pokemon Japanese Card 1st-,Unknown,Unknown,006/090,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,2.0,EUR,2.35,Common,Germany,114,1,2,2.0,5.0,2026.0
Pokemon Card Serperior 003/037 HS 2010 Japanese-,Unknown,Unknown,003/037,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Pokemon Card / Card Meloetta Promo Holo 161/BW-P McDonald’s-,Unknown,BW,,Unknown,English,Single Cards,Very Good,0,,,1,0,0,0,0,1,0,0,0,0,1.0,EUR,1.17,Budget,Germany,114,1,2,2.0,5.0,2026.0
Pokemon Card Talonflame Break ace 10 POP 1 Gym Promo 238 XY-P,Talonflame,XY,,Unknown,English,Single Cards,ACE 10,1,ACE,10.0,0,0,0,0,0,1,0,0,0,0,26.37,GBP,35.87,Uncommon,United Kingdom,4,0,3,2.0,5.0,2026.0
Pokemon Pikachu ex 001/030 WCS23 World Championships 2023 Card,Pikachu,Unknown,001/030,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,236.44,GBP,321.63,Ultra Rare,United Kingdom,1,0,11,4.0,5.0,2026.0
0401/14 - Flareon Chinese Pokemon Card TG 10 Gem Pack Vol 2,Flareon,Unknown,401/14,Unknown,Chinese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.95,GBP,9.45,Common,United Kingdom,3,0,3,4.0,5.0,2026.0
Pokemon Card Japanese Holo Dark Scizor No. 212   Neo 4 Destiny,Unknown,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,29.17,GBP,39.68,Uncommon,United Kingdom,1,0,10,4.0,5.0,2026.0
Pokemon Card Team Rocket Set Holo Dark Arbok 2/82 WOTC,Unknown,TEAM ROCKET,2/82,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,8.32,GBP,11.32,Uncommon,United Kingdom,88,0,7,4.0,5.0,2026.0
Pokemon Card Charizard EX Full Art 081/080 XY2 SR Wild Blaze Japanese PSA-,Charizard,XY2,081/080,SR,Japanese,Single Cards,PSA 9,1,PSA,9.0,0,1,0,1,0,0,0,0,0,0,615.0,EUR,721.21,Ultra Rare,Italy,1,1,10,4.0,5.0,2026.0
"Complete Pokemon Card Base Set 102/102 WOTC 1999 Charizard, Blastoise, Venusaur",Blastoise,BASE SET,102/102,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1020.0,GBP,1387.51,Ultra Rare,United Kingdom,1,0,22,4.0,5.0,2026.0
Tyranitar 31/75 Neo Discovery Regular Pokemon Card LP-MP,Tyranitar,Unknown,31/75,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,13.5,GBP,18.36,Uncommon,United Kingdom,2,0,2,4.0,5.0,2026.0
Blastoise 002/130 Base Set 2 Holo Pokemon Card MP/HP,Blastoise,BASE SET,002/130,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,46.48,GBP,63.23,Rare,United Kingdom,2,0,2,4.0,5.0,2026.0
Pokemon Card Japanese - Kanazawa's Pikachu 2020 #144 - Kanazawa Opening - PSA 10-,Pikachu,Unknown,,Unknown,Japanese,Single Cards,PSA 10,1,PSA,10.0,0,0,0,0,0,0,0,0,0,0,412.0,EUR,483.15,Ultra Rare,Italy,7,0,3,4.0,5.0,2026.0
Pokemon Card Jap - Charmander & Charmeleon AR - sv2a/151 - PSA 10 Sequential-,Charmander,SV2A,,AR,English,Single Cards,PSA 10,1,PSA,10.0,0,0,0,0,0,0,0,0,0,0,271.0,EUR,317.8,Ultra Rare,Italy,7,0,5,4.0,5.0,2026.0
Pokemon Card Japanese - M Venusaur Ex #002 - Expansion 20th Anniversary - PSA 10-,Venusaur,Unknown,,Unknown,Japanese,Single Cards,PSA 10,1,PSA,10.0,0,0,0,1,0,0,0,0,0,0,120.5,EUR,141.31,Rare,Italy,7,0,3,4.0,5.0,2026.0
Pokemon Card Jap - Meloetta #019 cp5 - Mythical & Legendary Dream Cll. - PSA 10-,Unknown,Unknown,,Unknown,English,Single Cards,PSA 10,1,PSA,10.0,0,0,0,0,0,0,0,0,0,0,222.0,EUR,260.34,Ultra Rare,Italy,7,0,3,4.0,5.0,2026.0
Pokemon Card Japanese - Mega Latias Ex #088 - M1S Mega Symphonia - PSA 10-,Latias,Unknown,,Unknown,Japanese,Single Cards,PSA 10,1,PSA,10.0,0,0,0,1,0,0,0,0,0,0,98.0,EUR,114.92,Rare,Italy,7,0,3,4.0,5.0,2026.0
Pokemon Card Japanese - Gengar & Mimikyu GX #038 - Sun & Moon Tag Bolt - PSA 10-,Gengar,Unknown,,Unknown,Japanese,Single Cards,PSA 10,1,PSA,10.0,0,0,0,0,1,0,0,0,0,0,301.0,EUR,352.98,Ultra Rare,Italy,7,0,3,4.0,5.0,2026.0
Pokemon Card Jap - Manaphy #012 - Mythical & Legendary Dream Shine Cll. - PSA 10-,Manaphy,Unknown,,Unknown,English,Single Cards,PSA 10,1,PSA,10.0,0,0,0,0,0,0,0,0,0,0,215.51,EUR,252.73,Ultra Rare,Italy,7,0,4,4.0,5.0,2026.0
Japanese - Typhlosion - DPBP#188 - Holo - Pokemon Card - Dp2-,Unknown,DP2,,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,7.5,EUR,8.8,Common,Germany,26,0,2,4.0,5.0,2026.0
Pokemon Reverse Valley U 079/080 XY9 Rage of the Broken Heavens Japanese Card-,Unknown,XY9,079/080,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,26,0,2,4.0,5.0,2026.0
Pikachu V 045/184 S8b: Vmax Climax Holo (Japanese) Near Mint Pokemon Card-,Pikachu,S8B,045/184,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,1,0,0,0,0,0,0,0,3.0,EUR,3.52,Common,Germany,26,0,2,4.0,5.0,2026.0
Pikachu V 045/184 S8b: Vmax Climax Holo (Japanese) Near Mint Pokemon Card-,Pikachu,S8B,045/184,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,1,0,0,0,0,0,0,0,3.5,EUR,4.1,Common,Germany,26,0,2,4.0,5.0,2026.0
JAPANESE POKEMON CARD E-SERIES SKYRIDGE E4 - Star Piece 082/088 - 1ST EXC/NM-,Unknown,Unknown,082/088,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,26,0,2,4.0,5.0,2026.0
MEGA CHARIZARD X EX SAR 2025 POKEMON CARD GAME MEGA INFERNO X JAP 110 BGS 9.5-,Charizard,INFERNO X,,SAR,English,Single Cards,BGS,1,BGS,,0,0,0,1,0,0,0,0,0,0,1240.0,EUR,1454.15,Ultra Rare,Germany,8,0,2,4.0,5.0,2026.0
Mew 051/087 Evolutions Expansion Pack 1st Ed CP6 Japanese Pokemon Card #0A2B NM,Mew,Unknown,051/087,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,1,0,0,100.0,GBP,136.03,Rare,United Kingdom,1,0,7,4.0,5.0,2026.0
Pokemon Card Salandit 046/SM-P PROMO Japanese-,Unknown,Unknown,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,1.0,EUR,1.17,Budget,Germany,26,0,2,4.0,5.0,2026.0
CARD POKEMON JAPONAISE HOLON'S MAGNEMITE MAGNETI 071/086 - CARD 2005-,Unknown,Unknown,071/086,Unknown,English,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,2.5,EUR,2.93,Common,Germany,26,0,2,4.0,5.0,2026.0
Simisear 003/021 BTV Reverse Holo Pokemon Card Japanese Victini Theme Deck-,Unknown,Unknown,003/021,Unknown,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,26,0,2,4.0,5.0,2026.0
Pokemon Card 060/093 Reuniclus (1st Edition) EX Battle Boost (HP) Japanese-,Unknown,Unknown,060/093,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,1,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,26,0,2,4.0,5.0,2026.0
Japanese Brock's Forretress 011/020 VS Movie Pack Promo Pokemon Card 2005 Deck-,Unknown,Unknown,011/020,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,3.0,EUR,3.52,Common,Germany,26,0,2,4.0,5.0,2026.0
POKEMON JUNGLE JIGGLYPUFF CARD No 039 JAPANESE VINTAGE NEAR MINT -,Unknown,JUNGLE,,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,4.5,EUR,5.28,Common,Germany,26,0,2,4.0,5.0,2026.0
Japanese Butler's Kirlia 009/019 Movie VS Pack Promo Original Pokemon Card Deck-,Unknown,Unknown,009/019,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,2.5,EUR,2.93,Common,Germany,26,0,2,4.0,5.0,2026.0
Pokemon Card / Carte Manaphy LV. 23 DPBP528 JAP-,Manaphy,Unknown,,Unknown,English,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,3.4,EUR,3.99,Common,Germany,26,0,2,4.0,5.0,2026.0
SPARKLING GRENINJA 004/038 SVF POKEMON RARE JAPANESE HOLO CARD-,Greninja,Unknown,004/038,Rare,Japanese,Single Cards,Excellent,0,,,1,0,0,0,0,0,0,0,0,0,7.5,EUR,8.8,Common,Germany,26,0,2,4.0,5.0,2026.0
Pokemon Card / Card Meloetta Promo Holo 161/BW-P (B67)-,Unknown,BW,,Unknown,English,Single Cards,Excellent,0,,,1,0,0,0,0,1,0,0,0,0,1.0,EUR,1.17,Budget,Germany,26,0,2,4.0,5.0,2026.0
Japanese - Promo - Weavile - 089-PCG-P - Glossy - Pokemon Card - McDonald's-,Weavile,Unknown,,Unknown,Japanese,Single Cards,Very Good,0,,,0,0,0,0,0,1,0,0,0,0,1.0,EUR,1.17,Budget,Germany,26,0,2,4.0,5.0,2026.0
Pokemon Card / Carte Giratina Promo 109/DP-P (B21)-,Giratina,DP,,Unknown,English,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,1.0,EUR,1.17,Budget,Germany,26,0,2,4.0,5.0,2026.0
Japanese Forina's Nuzleaf 001/019 2003 Movie VS Pack Deck Promo NM Pokemon Card -,Unknown,Unknown,001/019,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,2.5,EUR,2.93,Common,Germany,26,0,2,4.0,5.0,2026.0
Japanese Rotas Bonsly 005/020 VS Movie Pack Promo Nr MINT Pokemon Card 2005 Deck-,Unknown,Unknown,005/020,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,1,0,0,0,0,3.5,EUR,4.1,Common,Germany,26,0,2,4.0,5.0,2026.0
GROUDON 042/PCG-P - MP - POKEPARK PROMOS JAPANESE 2004 POKEMON CARD,Groudon,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,56.0,USD,56.0,Rare,United States,20,0,2,3.0,5.0,2026.0
2025 Pokemon Japanese Taruka Playing Card Pikachu WCG 10,Pikachu,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,15.5,USD,15.5,Uncommon,United States,20,0,2,3.0,5.0,2026.0
2025 Pokemon Japanese Taruka Playing Card Rayquaza WCG 10,Rayquaza,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,14.5,USD,14.5,Uncommon,United States,20,0,2,3.0,5.0,2026.0
Mega Emboar ex - 035 Black Star Promo - Ascended Heroes - Pokemon TCG Card,Unknown,Unknown,,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,1,0,1,0,0,0,0,1.98,GBP,2.69,Common,United Kingdom,26,0,2,4.0,5.0,2026.0
Mega Gardevoir ex - 089/217 - Ascended Heroes - Double Rare Pokemon TCG Card,Gardevoir,Unknown,089/217,RR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,26,0,2,4.0,5.0,2026.0
GARCHOMP 101/150 SM8b REVERSE HOLO JAPANESE POKEMON ULTRA SHINY GX SHATTER CARD,Garchomp,SM8B,101/150,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,1,0,0,0,0,0,5.5,GBP,7.48,Common,United Kingdom,3,0,13,4.0,5.0,2026.0
Pokemon Card EX Emerald Darkness Energy 86/106 Rare NM COMBINED POSTAGE,Unknown,Unknown,86/106,Rare,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,0.36,GBP,0.49,Budget,United Kingdom,3,0,2,4.0,5.0,2026.0
OCTILLERY 019/171 REVERSE HOLO - POKEMON JAPANESE THE BEST OF XY CARD,Unknown,XY,019/171,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,8.99,GBP,12.23,Uncommon,United Kingdom,3,0,14,4.0,5.0,2026.0
GARBODOR 050/171 REVERSE HOLO - POKEMON JAPANESE THE BEST OF XY CARD,Unknown,XY,050/171,Unknown,Japanese,Single Cards,Near Mint,0,,,1,0,0,0,0,0,0,0,0,0,8.99,GBP,12.23,Uncommon,United Kingdom,3,0,14,4.0,5.0,2026.0
Mega Lucario ex - 113/217 - Ascended Heroes - Double Rare Pokemon Card,Lucario,Unknown,113/217,RR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,26,0,2,4.0,5.0,2026.0
Bouffalant 091/093 EBB | Battle Boost | Japanese Pokemon Card | LP+/NM-,Unknown,Unknown,091/093,Unknown,Japanese,Single Cards,Excellent,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Pokemon Card Gym Challenge Brock's Vulpix 37/132 WOTC Rare,Vulpix,Unknown,37/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.58,GBP,6.23,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon 2013 Japanese EBB Set 1st Ed Thundurus 042/093 Card - NM-,Unknown,Unknown,042/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Spiritomb 071/093 Japanese Black & White Battle Boost EBB Pokemon TCG Card NM-,Spiritomb,Unknown,071/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Pokemon Card Gym Challenge Koga's Weezing 50/132 WOTC Rare,Unknown,Unknown,50/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
N's PP Up - Full Art - 262/217 - Ascended Heroes - Ulra Rare Pokemon Item Card,Unknown,Unknown,262/217,Rare,English,Single Cards,Near Mint,0,,,0,1,0,0,0,0,0,0,0,0,2.44,GBP,3.32,Common,United Kingdom,26,0,2,4.0,5.0,2026.0
Zoroark 1st Ed | EX Battle Boost 074/093 EBB | Pokemon Card Japanese NM 2013-,Zoroark,Unknown,074/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,1,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Pokemon Card Flareon GX SM171 Holo Black Star Promo Near Mint,Flareon,SM171,,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,0,1,1,0,0,0,0,1.98,GBP,2.69,Common,United Kingdom,4,0,2,4.0,5.0,2026.0
Japanese - Zorua - 073/093 - Reverse - Pokemon Card - EX Battle Boost - NM-,Unknown,Unknown,073/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,1.0,EUR,1.17,Budget,Germany,48,0,6,4.0,5.0,2026.0
Pokemon Card Gym Challenge Erika's Kindness 103/132 WOTC Rare,Unknown,Unknown,103/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,13.93,GBP,18.95,Uncommon,United Kingdom,88,0,5,4.0,5.0,2026.0
Anthea & Concordia - Full Alt - 254/217 - Ascended Heroes - Pokemon TCG Card,Unknown,Unknown,254/217,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,1.04,GBP,1.41,Budget,United Kingdom,26,0,2,4.0,5.0,2026.0
"EMOLGA 041/093 EBB EX BATTLE BOOST SET, JAPANESE POKEMON TCG CARD-",Unknown,Unknown,041/093,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,4.4,EUR,5.16,Common,Germany,48,0,6,4.0,5.0,2026.0
Galarian Obstagoon - Alt Art - 245/217 - Ascended Heroes - IR Pokemon TCG Card,Unknown,Unknown,245/217,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,2.91,GBP,3.96,Common,United Kingdom,26,0,2,4.0,5.0,2026.0
DETECTIVE PIKACHU P/ RETURNS 2023 POKEMON CARD GAME SC & VI SV JP 098SVP BGS 9.5-,Pikachu,Unknown,,Unknown,English,Single Cards,BGS,1,BGS,,0,0,0,0,0,0,0,0,0,0,269.0,EUR,315.46,Ultra Rare,Germany,8,0,2,4.0,5.0,2026.0
Pokemon Card Gym Challenge Lt. Surge's Pikachu 84/132 WOTC Rare,Pikachu,Unknown,84/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.48,GBP,8.81,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge E Series Desert Shaman 123/144 WOTC,Unknown,Unknown,123/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,9.25,GBP,12.58,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Team Rocket's Dugtrio - Alt - 239/217 - Ascended Heroes - Rare Pokemon TCG Card,Unknown,TEAM ROCKET,239/217,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,11.01,GBP,14.98,Uncommon,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge E Series Relic Hunter 120/144 WOTC,Unknown,Unknown,120/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.58,GBP,6.23,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Beautifly - Alt - 219/217 - Ascended Heroes - Illustration Rare Pokemon TCG Card,Unknown,Unknown,219/217,IR,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,6.09,GBP,8.28,Common,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card Gym Challenge Sabrina's Kadabra 58/132 WOTC Rare,Unknown,Unknown,58/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.11,GBP,5.59,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Mega Scrafty ex - 270/217 Ascended Heroes - Mega Attack Rare Pokemon TCG Card,Unknown,Unknown,270/217,Rare,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,3.85,GBP,5.24,Common,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card - Mewtwo - Corocoro Promo - Glossy - Japanese - MP,Mewtwo,Unknown,,Unknown,Japanese,Single Cards,Near Mint,0,,,0,0,0,0,0,1,0,0,0,0,6.95,GBP,9.45,Common,United Kingdom,3,0,3,4.0,5.0,2026.0
Fezandipiti ex - Alt Art - 288/217 - Ascended Heroes - SIR Pokemon TCG Card,Unknown,Unknown,288/217,SIR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,53.21,GBP,72.38,Rare,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card Gym Challenge Sabrina's Psyduck 99/132 WOTC Rare,Psyduck,Unknown,99/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,4.58,GBP,6.23,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Retro Energy 144/144 E Series Pokemon TCG,Unknown,Unknown,144/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Mega Hawlucha ex - 268/217 - Ascended Heroes - Mega Attack Rare Pokemon TCG Card,Unknown,Unknown,268/217,Rare,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,10.69,GBP,14.54,Uncommon,United Kingdom,26,0,2,4.0,5.0,2026.0
Lombre 46/100 Reverse Holo EX Sandstorm Pokemon Card - mp,Unknown,Unknown,46/100,Unknown,English,Single Cards,Near Mint,0,,,1,0,0,1,0,0,0,0,0,0,1.51,GBP,2.05,Common,United Kingdom,4,0,2,4.0,5.0,2026.0
Pokemon Card Gym Challenge Koga's Muk 26/132 WOTC Rare,Unknown,Unknown,26/132,Rare,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,7.38,GBP,10.04,Uncommon,United Kingdom,88,0,6,4.0,5.0,2026.0
Regice ex - 048/217 - Ascended Heroes - Double Rare Pokemon TCG Card,Unknown,Unknown,048/217,RR,English,Single Cards,Near Mint,0,,,0,0,0,1,0,0,0,0,0,0,0.99,GBP,1.35,Budget,United Kingdom,26,0,2,4.0,5.0,2026.0
Pokemon Card Skyridge Fast Ball 124/144 E Series Pokemon TCG,Unknown,Unknown,124/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
Pokemon Card Skyridge Star Piece 139/144 E Series Pokemon TCG,Unknown,Unknown,139/144,Unknown,English,Single Cards,Near Mint,0,,,0,0,0,0,0,0,0,0,0,0,3.18,GBP,4.33,Common,United Kingdom,88,0,6,4.0,5.0,2026.0
